ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Country,Sport,Event,Medal
46733,Adi Havewala,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
46736,Malcolm Havladar,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Cycling,"Cycling Men's Road Race, Individual",NA
46736,Malcolm Havladar,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Cycling,"Cycling Men's Road Race, Team",NA
48541,"Wilfred Reginald ""Will"" Hildreth",M,NA,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,France,Athletics,Athletics Men's 100 metres,NA
48541,"Wilfred Reginald ""Will"" Hildreth",M,NA,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,France,Athletics,Athletics Men's 200 metres,NA
48666,Arthur Charles Hind,M,27,173,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
51212,Akhtar Hussain,M,21,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Hockey,Hockey Men's Hockey,Gold
51229,Sayed Muhammad Hussain,M,24,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Hockey,Hockey Men's Hockey,Gold
52325,Nadeem Iqbal,M,30,173,65,India,IND,2014 Winter,2014,Winter,Sochi,Russia,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
52326,Zafar Iqbal,M,24,172,65,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Hockey,Hockey Men's Hockey,Gold
52326,Zafar Iqbal,M,28,172,65,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,NA
53167,Ivan Jacob,M,24,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Athletics,Athletics Men's 400 metres,NA
53173,Sydney Montague Jacob,M,44,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,France,Tennis,Tennis Men's Singles,NA
53173,Sydney Montague Jacob,M,44,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,France,Tennis,Tennis Mixed Doubles,NA
53173,Sydney Montague Jacob,M,44,NA,NA,India-1,IND,1924 Summer,1924,Summer,Paris,France,Tennis,Tennis Men's Doubles,NA
53272,Pappu Jadav,M,18,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",NA
53272,Pappu Jadav,M,22,NA,NA,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",NA
53273,Shirang Vithoba Jadav,M,24,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",NA
53275,Khashaba Dadasaheb  Jahdav,M,21,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Wrestling,"Wrestling Men's Flyweight, Freestyle",NA
53275,Khashaba Dadasaheb  Jahdav,M,25,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
53290,Sayed Muhammad Jaffar,M,NA,173,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
53290,Sayed Muhammad Jaffar,M,NA,173,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Hockey,Hockey Men's Hockey,Gold
53361,"Orchatteri Puthiya Veetil ""O. P."" Jaisha",F,33,154,43,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Women's Marathon,NA
53504,Romeo James,M,25,165,61,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,NA
53778,"Patrick Anthony ""Pat"" Jansen",M,27,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Hockey,Hockey Men's Hockey,Gold
53784,Sohrab Janshed Contractor,M,34,175,80,India,IND,1972 Summer,1972,Summer,Munich,Germany,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
54080,Valdivel Jayalakshmi,F,29,172,67,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's 4 x 100 metres Relay,NA
55020,"Mackertich ""Mac"" Joachim (Hovakimian-)",M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Boxing,Boxing Men's Light-Heavyweight,NA
55065,Nachhatar Singh Johal,M,29,185,98,India,IND,2008 Summer,2008,Summer,Beijing,China,Sailing,Sailing Mixed One Person Dinghy,NA
55399,Jinson Johnson,M,25,NA,NA,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Men's 800 metres,NA
55544,Mayookha Mathalikunnel Johny,F,24,174,58,India,IND,2012 Summer,2012,Summer,London,England,Athletics,Athletics Women's Triple Jump,NA
55981,Raj Joshi Tilak,M,23,171,60,India,IND,1960 Summer,1960,Summer,Roma,Italy,Athletics,Athletics Men's 100 metres,NA
56300,Samresh Jung,M,38,173,105,India,IND,2008 Summer,2008,Summer,Beijing,China,Shooting,"Shooting Men's Air Pistol, 10 metres",NA
56300,Samresh Jung,M,38,173,105,India,IND,2008 Summer,2008,Summer,Beijing,China,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
56499,Samsudeen Kabeer,M,25,NA,70,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Weightlifting,Weightlifting Men's Lightweight,NA
57210,Nikhil Kanetkar,M,25,173,63,India,IND,2004 Summer,2004,Summer,Athina,Greece,Badminton,Badminton Men's Singles,NA
57239,Chinglensana Kangujam,M,24,169,72,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Hockey,Hockey Men's Hockey,NA
57258,Dharmalingam Kannan,M,24,163,54,India,IND,1960 Summer,1960,Summer,Roma,Italy,Football,Football Men's Football,NA
57259,Mahendran Kannan,M,20,155,52,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Weightlifting,Weightlifting Men's Flyweight,NA
57260,Muhammad Kannayan,M,NA,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
57274,Laxmi Kanta Das,M,22,NA,60,India,IND,1960 Summer,1960,Summer,Roma,Italy,Weightlifting,Weightlifting Men's Featherweight,NA
57274,Laxmi Kanta Das,M,26,NA,60,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Weightlifting,Weightlifting Men's Featherweight,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Individual All-Around,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Team All-Around,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Floor Exercise,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Horse Vault,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Parallel Bars,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Horizontal Bar,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Rings,NA
57464,Vithal Karande,M,24,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Pommelled Horse,NA
57668,Dipa Karmakar,F,22,151,47,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Gymnastics,Gymnastics Women's Individual All-Around,NA
57668,Dipa Karmakar,F,22,151,47,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Gymnastics,Gymnastics Women's Floor Exercise,NA
57668,Dipa Karmakar,F,22,151,47,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Gymnastics,Gymnastics Women's Horse Vault,NA
57668,Dipa Karmakar,F,22,151,47,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Gymnastics,Gymnastics Women's Uneven Bars,NA
57668,Dipa Karmakar,F,22,151,47,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Gymnastics,Gymnastics Women's Balance Beam,NA
57669,Joydeep Karmakar,M,32,177,73,India,IND,2012 Summer,2012,Summer,London,England,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
57862,Parupalli Kashyap,M,25,173,NA,India,IND,2012 Summer,2012,Summer,London,England,Badminton,Badminton Men's Singles,NA
57955,Shivani Kataria,F,18,163,60,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Swimming,Swimming Women's 200 metres Freestyle,NA
57956,Vandana Katariya,F,24,159,48,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Hockey,Hockey Women's Hockey,NA
58040,Ravi Kumar Katulu,M,24,NA,69,India,IND,2012 Summer,2012,Summer,London,England,Weightlifting,Weightlifting Men's Lightweight,NA
58092,Gurmeet Kaur Rai,F,30,175,74,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's Javelin Throw,NA
58093,Harwant Kaur,F,24,168,70,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's Discus Throw,NA
58093,Harwant Kaur,F,28,168,70,India,IND,2008 Summer,2008,Summer,Beijing,China,Athletics,Athletics Women's Discus Throw,NA
58094,Khushbir Kaur,F,23,NA,NA,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Women's 20 kilometres Walk,NA
58095,Mandeep Kaur,F,20,156,54,India,IND,2008 Summer,2008,Summer,Beijing,China,Athletics,Athletics Women's 400 metres,NA
58095,Mandeep Kaur,F,20,156,54,India,IND,2008 Summer,2008,Summer,Beijing,China,Athletics,Athletics Women's 4 x 400 metres Relay,NA
58096,Manjit Kaur,F,22,175,61,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's 4 x 400 metres Relay,NA
58096,Manjit Kaur,F,26,175,61,India,IND,2008 Summer,2008,Summer,Beijing,China,Athletics,Athletics Women's 4 x 400 metres Relay,NA
58097,Manpreet Kaur,F,26,170,89,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Women's Shot Put,NA
58098,Navjot Kaur,F,21,167,53,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Hockey,Hockey Women's Hockey,NA
58099,Paramjit Kaur,F,24,NA,NA,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's 4 x 400 metres Relay,NA
58100,Rajwinder Kaur Gill,F,24,158,53,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's 4 x 400 metres Relay,NA
58104,Hari Pal Kaushik,M,22,178,77,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Hockey,Hockey Men's Hockey,Gold
58104,Hari Pal Kaushik,M,30,178,77,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Hockey,Hockey Men's Hockey,Gold
58105,Maharaj Krishon Kaushik,M,25,163,60,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Hockey,Hockey Men's Hockey,Gold
58642,Mariappa Kempaiah,M,23,165,62,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
58642,Mariappa Kempaiah,M,27,165,62,India,IND,1960 Summer,1960,Summer,Roma,Italy,Football,Football Men's Football,NA
58898,Sen Keshav,M,36,172,72,India,IND,1960 Summer,1960,Summer,Roma,Italy,Shooting,Shooting Men's Trap,NA
58899,Shiva Keshavan,M,16,183,85,India,IND,1998 Winter,1998,Winter,Nagano,Japan,Luge,Luge Men's Singles,NA
58899,Shiva Keshavan,M,20,183,85,India,IND,2002 Winter,2002,Winter,Salt Lake City,United States of America,Luge,Luge Men's Singles,NA
58899,Shiva Keshavan,M,24,183,85,India,IND,2006 Winter,2006,Winter,Torino,Italy,Luge,Luge Men's Singles,NA
58899,Shiva Keshavan,M,28,183,85,India,IND,2010 Winter,2010,Winter,Vancouver,Canada,Luge,Luge Men's Singles,NA
59022,Virdhawal Vikram Khade,M,16,191,83,India,IND,2008 Summer,2008,Summer,Beijing,China,Swimming,Swimming Men's 50 metres Freestyle,NA
59022,Virdhawal Vikram Khade,M,16,191,83,India,IND,2008 Summer,2008,Summer,Beijing,China,Swimming,Swimming Men's 100 metres Freestyle,NA
59022,Virdhawal Vikram Khade,M,16,191,83,India,IND,2008 Summer,2008,Summer,Beijing,China,Swimming,Swimming Men's 200 metres Freestyle,NA
59136,Ahmed Muhammad Khan,M,21,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Football,Football Men's Football,NA
59136,Ahmed Muhammad Khan,M,25,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Football,Football Men's Football,NA
59138,Ahmed Sher Khan,M,23,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Hockey,Hockey Men's Hockey,Gold
59139,Ahsan Muhammad Khan,M,20,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Hockey,Hockey Men's Hockey,Gold
59145,Aslam Sher Khan,M,22,163,76,India,IND,1976 Summer,1976,Summer,Montreal,Canada,Hockey,Hockey Men's Hockey,NA
59150,"Feroz-ud-Din ""Feroze"" Khan",M,23,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Hockey,Hockey Men's Hockey,Gold
59153,Hussain Khan,M,35,172,69,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
59153,Hussain Khan,M,35,172,69,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
59155,Kasam Khan,M,26,182,67,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Rowing,Rowing Men's Coxless Pairs,NA
59158,Mairaj Ahmad Khan,M,40,181,82,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Shooting,Shooting Men's Skeet,NA
59167,Muhammad Khan,M,36,169,63,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
59167,Muhammad Khan,M,36,169,63,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
59174,Shamsher Khan,M,NA,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Swimming,Swimming Men's 200 metres Breaststroke,NA
59174,Shamsher Khan,M,NA,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Swimming,Swimming Men's 200 metres Butterfly,NA
59176,Mohammed Youssef Khan,M,23,172,56,India,IND,1960 Summer,1960,Summer,Roma,Italy,Football,Football Men's Football,NA
59181,Tushar Khandker,M,27,NA,NA,India,IND,2012 Summer,2012,Summer,London,England,Hockey,Hockey Men's Hockey,NA
59182,Devender Kumar Khandwal,M,22,180,70,India,IND,2008 Summer,2008,Summer,Beijing,China,Rowing,Rowing Men's Lightweight Double Sculls,NA
59229,Mukesh Khatri,M,21,165,55,India,IND,2004 Summer,2004,Summer,Athina,Greece,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",NA
59231,Ravinder Khatri,M,24,180,85,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
59564,Srikanth Kidambi,M,23,178,66,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Badminton,Badminton Men's Singles,NA
60461,Michael Kindo,M,25,170,62,India,IND,1972 Summer,1972,Summer,Munich,Germany,Hockey,Hockey Men's Hockey,Bronze
60938,"J. Krishnaswamy ""Krishna"" Kittu",M,NA,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
61993,Shah Kohli,F,20,NA,NA,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Judo,Judo Women's Heavyweight,NA
62303,Mangte Chungneijang Mary Kom,F,29,158,51,India,IND,2012 Summer,2012,Summer,London,England,Boxing,Boxing Women's Flyweight,Bronze
64062,Ganapathi Krishnan,M,27,NA,NA,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Men's 20 kilometres Walk,NA
64063,Rajeev Bala Krishnan,M,29,NA,NA,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Men's 4 x 100 metres Relay,NA
64064,Ramesh Krishnan,M,31,170,63,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Tennis,Tennis Men's Singles,NA
64064,Ramesh Krishnan,M,31,170,63,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Tennis,Tennis Men's Doubles,NA
64848,"Krishna Shamrao ""K. S."" Kulkarni",M,30,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Art Competitions,"Art Competitions Mixed Painting, Paintings",NA
64880,Akhil Kumar,M,23,165,54,India,IND,2004 Summer,2004,Summer,Athina,Greece,Boxing,Boxing Men's Flyweight,NA
64880,Akhil Kumar,M,27,165,54,India,IND,2008 Summer,2008,Summer,Beijing,China,Boxing,Boxing Men's Bantamweight,NA
64881,Amir Chand Kumar,M,24,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Hockey,Hockey Men's Hockey,Gold
64881,Amir Chand Kumar,M,33,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Hockey,Hockey Men's Hockey,Gold
64882,Amit Kumar Dahiya,M,18,161,56.5,India,IND,2012 Summer,2012,Summer,London,England,Wrestling,"Wrestling Men's Featherweight, Freestyle",NA
64883,Anil Kumar,M,20,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Wrestling,"Wrestling Men's Flyweight, Freestyle",NA
64884,Anuj Kumar,M,24,175,84,India,IND,2004 Summer,2004,Summer,Athina,Greece,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",NA
64885,Ashok Kumar,M,23,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Wrestling,"Wrestling Men's Bantamweight, Freestyle",NA
64886,Ashok Kumar,M,22,170,57,India,IND,1972 Summer,1972,Summer,Munich,Germany,Hockey,Hockey Men's Hockey,Bronze
64886,Ashok Kumar,M,26,170,57,India,IND,1976 Summer,1976,Summer,Montreal,Canada,Hockey,Hockey Men's Hockey,NA
64887,Ashok Kumar,M,22,167,65,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Hockey,Hockey Men's Hockey,NA
64889,Charanjit Kumar,M,24,174,73,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Hockey,Hockey Men's Hockey,Gold
64889,Charanjit Kumar,M,28,174,73,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,NA
64890,Dinesh Kumar,M,19,183,81,India,IND,2008 Summer,2008,Summer,Beijing,China,Boxing,Boxing Men's Light-Heavyweight,NA
64891,Gundeep Kumar,M,23,167,66,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Hockey,Hockey Men's Hockey,NA
64892,Jitender Kumar,M,23,171,81,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Boxing,Boxing Men's Middleweight,NA
64892,Jitender Kumar,M,26,171,81,India,IND,2004 Summer,2004,Summer,Athina,Greece,Boxing,Boxing Men's Light-Heavyweight,NA
64893,Jitender Kumar,M,20,160,51,India,IND,2008 Summer,2008,Summer,Beijing,China,Boxing,Boxing Men's Flyweight,NA
64894,Manoj Kumar Kaltagediya,M,25,172,64,India,IND,2012 Summer,2012,Summer,London,England,Boxing,Boxing Men's Light-Welterweight,NA
64894,Manoj Kumar Kaltagediya,M,29,172,64,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Boxing,Boxing Men's Light-Welterweight,NA
64895,Naresh Kumar,M,22,160,74,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Wrestling,"Wrestling Men's Welterweight, Freestyle",NA
64896,Praveen Kumar Sobti,M,20,200,123,India,IND,1968 Summer,1968,Summer,Mexico City,Mexico,Athletics,Athletics Men's Hammer Throw,NA
64896,Praveen Kumar Sobti,M,24,200,123,India,IND,1972 Summer,1972,Summer,Munich,Germany,Athletics,Athletics Men's Discus Throw,NA
64897,Rajesh Kumar,M,19,155,48,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",NA
64898,Ramesh Kumar,M,22,167,66,India,IND,2004 Summer,2004,Summer,Athina,Greece,Wrestling,"Wrestling Men's Welterweight, Freestyle",NA
64900,Sandeep Kumar,M,30,NA,NA,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Men's 50 kilometres Walk,NA
64901,Sandeep Kumar,M,21,NA,64,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Weightlifting,Weightlifting Men's Featherweight,NA
64902,Sandeep Kumar,M,23,183,72,India,IND,2012 Summer,2012,Summer,London,England,Rowing,Rowing Men's Lightweight Double Sculls,NA
64903,Sanjeev Kumar Dang,M,26,NA,NA,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Hockey,Hockey Men's Hockey,NA
64904,Sant Kumar,M,20,173,62,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Athletics,"Athletics Men's 1,500 metres",NA
64905,Shailaja N. Kumar,F,21,NA,NA,India,IND,1988 Winter,1988,Winter,Calgary,Canada,Alpine Skiing,Alpine Skiing Women's Slalom,NA
64906,Sudesh Kumar,M,18,160,52,India,IND,1968 Summer,1968,Summer,Mexico City,Mexico,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",NA
64906,Sudesh Kumar,M,18,160,52,India,IND,1968 Summer,1968,Summer,Mexico City,Mexico,Wrestling,"Wrestling Men's Flyweight, Freestyle",NA
64906,Sudesh Kumar,M,22,160,52,India,IND,1972 Summer,1972,Summer,Munich,Germany,Wrestling,"Wrestling Men's Flyweight, Freestyle",NA
64907,Sujit Kumar,M,25,178,69,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Hockey,Hockey Men's Hockey,NA
64908,Surender Kumar,M,22,179,77,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Hockey,Hockey Men's Hockey,NA
64909,Sushil Kumar Solanki,M,21,166,66,India,IND,2004 Summer,2004,Summer,Athina,Greece,Wrestling,"Wrestling Men's Lightweight, Freestyle",NA
64909,Sushil Kumar Solanki,M,25,166,66,India,IND,2008 Summer,2008,Summer,Beijing,China,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
64909,Sushil Kumar Solanki,M,29,166,66,India,IND,2012 Summer,2012,Summer,London,England,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
64910,Vijay Kumar,M,26,170,70,India,IND,2012 Summer,2012,Summer,London,England,Shooting,"Shooting Men's Air Pistol, 10 metres",NA
64910,Vijay Kumar,M,26,170,70,India,IND,2012 Summer,2012,Summer,London,England,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
64911,Vimal Kumar,M,29,184,78,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Badminton,Badminton Men's Singles,NA
64911,Vimal Kumar,M,29,184,78,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Badminton,Badminton Men's Doubles,NA
64912,Vinod Kumar,M,23,152,57,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Wrestling,"Wrestling Men's Bantamweight, Freestyle",NA
64913,Rajinder Kumar Dhanger,M,30,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Judo,Judo Men's Middleweight,NA
64914,Anil Kumar Prakash,M,27,174,75,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Men's 4 x 100 metres Relay,NA
64915,Anil Kumar Sangwan,M,29,182,85,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Men's Discus Throw,NA
64916,Rajinder Kumar Vij,M,45,170,77,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
64918,Deepika Kumari,F,18,163,61,India,IND,2012 Summer,2012,Summer,London,England,Archery,Archery Women's Individual,NA
64918,Deepika Kumari,F,18,163,61,India,IND,2012 Summer,2012,Summer,London,England,Archery,Archery Women's Team,NA
64918,Deepika Kumari,F,22,163,61,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Archery,Archery Women's Individual,NA
64918,Deepika Kumari,F,22,163,61,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Archery,Archery Women's Team,NA
64919,Reena Kumari,F,20,165,69,India,IND,2004 Summer,2004,Summer,Athina,Greece,Archery,Archery Women's Individual,NA
64919,Reena Kumari,F,20,165,69,India,IND,2004 Summer,2004,Summer,Athina,Greece,Archery,Archery Women's Team,NA
64920,Sahana Kumari,F,30,176,59,India,IND,2012 Summer,2012,Summer,London,England,Athletics,Athletics Women's High Jump,NA
64988,Namecrakpam Kunjarani Devi,F,36,148,48,India,IND,2004 Summer,2004,Summer,Athina,Greece,Weightlifting,Weightlifting Women's Flyweight,NA
64992,Rosa Kutty Kunnath Chacko,F,32,161,47,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Athletics,Athletics Women's 4 x 400 metres Relay,NA
64992,Rosa Kutty Kunnath Chacko,F,36,161,47,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's 4 x 400 metres Relay,NA
65299,"Alapurackal ""Mercy"" Kuttan-Mathews",F,27,164,51,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Athletics,Athletics Women's 400 metres,NA
65299,"Alapurackal ""Mercy"" Kuttan-Mathews",F,27,164,51,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Athletics,Athletics Women's 4 x 400 metres Relay,NA
65924,Anirban Lahiri,M,29,175,NA,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Golf,Golf Men's Individual,NA
66051,Ajit Lakra,M,26,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Hockey,Hockey Men's Hockey,NA
66052,Anthresh Lalit Lakra,M,24,170,57,India,IND,2008 Summer,2008,Summer,Beijing,China,Boxing,Boxing Men's Featherweight,NA
66053,Birendra Lakra,M,22,NA,NA,India,IND,2012 Summer,2012,Summer,London,England,Hockey,Hockey Men's Hockey,NA
66054,Sunita Lakra,F,25,158,57,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Hockey,Hockey Women's Hockey,NA
66055,Cheruvari Kottieth Lakshmanan,M,26,NA,NA,India,IND,1924 Summer,1924,Summer,Paris,France,Athletics,Athletics Men's 110 metres Hurdles,NA
66058,Harbans Lal,M,26,171,63,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Athletics,Athletics Men's Marathon,NA
66059,Hira Lal,M,25,177,60,India,IND,2006 Winter,2006,Winter,Torino,Italy,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
66060,Kishan Lal,M,31,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Hockey,Hockey Men's Hockey,Gold
66061,Mohinder Lal,M,24,165,58,India,IND,1960 Summer,1960,Summer,Roma,Italy,Hockey,Hockey Men's Hockey,Silver
66061,Mohinder Lal,M,28,165,58,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Hockey,Hockey Men's Hockey,Gold
