,R_fighter,B_fighter,date,location,Weight Class,Championship Bout,Format,Winner,last_round,win_by,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_SIG_STR_pct,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TOTAL_STR_pct,R_TD,R_TD_ATT,R_TD_pct,R_SUB_ATT,R_PASS,R_REV,R_HEAD,R_HEAD_ATT,R_HEAD_pct,R_BODY,R_BODY_ATT,R_BODY_pct,R_LEG,R_LEG_ATT,R_LEG_pct,R_CLINCH,R_CLINCH_ATT,R_CLINCH_pct,R_GROUND,R_GROUND_ATT,R_GROUND_pct,R_DIST,R_DIST_ATT,R_DIST_pct,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_SIG_STR_pct,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TOTAL_STR_pct,B_TD,B_TD_ATT,B_TD_pct,B_SUB_ATT,B_PASS,B_REV,B_HEAD,B_HEAD_ATT,B_HEAD_pct,B_BODY,B_BODY_ATT,B_BODY_pct,B_LEG,B_LEG_ATT,B_LEG_pct,B_CLINCH,B_CLINCH_ATT,B_CLINCH_pct,B_GROUND,B_GROUND_ATT,B_GROUND_pct,B_DIST,B_DIST_ATT,B_DIST_pct
2202,Luke Zachrich,Daniel Kelly,11/7/2014,"Sydney, New South Wales, Australia",Middleweight,NO,3 Rnd (5-5-5),Daniel Kelly,1,Submission,0,23,46,0.5,24,47,0.5106382978723404,0,2,0.0,0,0,0,20,41,0.4878048780487805,0,2,0.0,3,3,1.0,3,3,1.0,0,0,0.0,20,43,0.46511627906976744,0,25,48,0.52,33,59,0.559322033898305,1,2,0.5,1,2,0,19,42,0.4523809523809524,1,1,1.0,5,5,1.0,5,7,0.7142857142857143,1,1,1.0,19,40,0.475
2203,Jumabieke Tuerxun,Marcus Brimage,11/7/2014,"Sydney, New South Wales, Australia",Bantamweight,NO,3 Rnd (5-5-5),Marcus Brimage,1,KO/TKO,0,6,15,0.4,6,15,0.4,0,0,0.0,0,0,0,1,7,0.14285714285714285,2,2,1.0,3,6,0.5,0,0,0.0,0,0,0.0,6,15,0.4,1,5,16,0.31,6,17,0.35294117647058826,0,0,0.0,0,0,0,3,10,0.3,0,1,0.0,2,5,0.4,0,0,0.0,1,2,0.5,4,14,0.2857142857142857
2204,Jose Aldo,Chad Mendes,10/25/2014,"Rio de Janeiro, Brazil",Featherweight,YES,5 Rnd (5-5-5-5-5),Jose Aldo ,5,Decision - Unanimous,1,102,269,0.37,122,289,0.42214532871972316,0,0,0.0,0,2,0,80,237,0.33755274261603374,16,25,0.64,6,7,0.8571428571428571,1,2,0.5,10,11,0.9090909090909091,91,256,0.35546875,0,77,194,0.39,85,203,0.4187192118226601,1,8,0.12,0,0,0,50,149,0.33557046979865773,9,17,0.5294117647058824,18,28,0.6428571428571429,2,5,0.4,0,1,0.0,75,188,0.39893617021276595
2205,Glover Teixeira,Phil Davis,10/25/2014,"Rio de Janeiro, Brazil",Light Heavyweight,NO,3 Rnd (5-5-5),Phil Davis ,3,Decision - Unanimous,0,9,46,0.19,14,51,0.27450980392156865,0,0,0.0,0,0,1,5,41,0.12195121951219512,4,5,0.8,0,0,0.0,2,3,0.6666666666666666,0,0,0.0,7,43,0.16279069767441862,0,49,145,0.33,109,214,0.5093457943925234,9,18,0.5,0,4,0,38,130,0.2923076923076923,11,15,0.7333333333333333,0,0,0.0,2,3,0.6666666666666666,31,36,0.8611111111111112,16,106,0.1509433962264151
2206,Fabio Maldonado,Hans Stringer,10/25/2014,"Rio de Janeiro, Brazil",Light Heavyweight,NO,3 Rnd (5-5-5),Fabio Maldonado ,2,KO/TKO,0,28,46,0.6,74,107,0.6915887850467289,0,0,0.0,0,0,0,20,37,0.5405405405405406,8,9,0.8888888888888888,0,0,0.0,1,1,1.0,22,28,0.7857142857142857,5,17,0.29411764705882354,0,33,46,0.71,78,95,0.8210526315789474,3,3,1.0,0,1,0,18,31,0.5806451612903226,7,7,1.0,8,8,1.0,3,3,1.0,18,27,0.6666666666666666,12,16,0.75
2207,Darren Elkins,Lucas Martins,10/25/2014,"Rio de Janeiro, Brazil",Featherweight,NO,3 Rnd (5-5-5),Darren Elkins ,3,Decision - Split,0,47,154,0.3,133,251,0.5298804780876494,1,14,0.07,0,0,0,25,113,0.22123893805309736,17,36,0.4722222222222222,5,5,1.0,25,52,0.4807692307692308,1,2,0.5,21,100,0.21,0,26,82,0.31,41,97,0.422680412371134,0,0,0.0,1,0,0,16,70,0.22857142857142856,6,7,0.8571428571428571,4,5,0.8,7,11,0.6363636363636364,0,0,0.0,19,71,0.2676056338028169
2208,Diego Ferreira,Beneil Dariush,10/25/2014,"Rio de Janeiro, Brazil",Lightweight,NO,3 Rnd (5-5-5),Beneil Dariush ,3,Decision - Unanimous,0,21,85,0.24,24,90,0.26666666666666666,0,1,0.0,0,0,0,11,71,0.15492957746478872,8,12,0.6666666666666666,2,2,1.0,7,14,0.5,0,0,0.0,14,71,0.19718309859154928,0,32,68,0.47,54,97,0.5567010309278351,3,6,0.5,0,2,0,19,48,0.3958333333333333,6,10,0.6,7,10,0.7,10,17,0.5882352941176471,10,19,0.5263157894736842,12,32,0.375
2209,William Patolino,Neil Magny,10/25/2014,"Rio de Janeiro, Brazil",Welterweight,NO,3 Rnd (5-5-5),Neil Magny ,3,KO/TKO,0,24,77,0.31,25,78,0.32051282051282054,0,1,0.0,0,0,0,13,55,0.23636363636363636,6,16,0.375,5,6,0.8333333333333334,0,1,0.0,2,8,0.25,22,68,0.3235294117647059,0,65,146,0.44,114,199,0.5728643216080402,2,4,0.5,0,4,0,58,135,0.42962962962962964,3,5,0.6,4,6,0.6666666666666666,3,5,0.6,33,51,0.6470588235294118,29,90,0.32222222222222224
2210,Yan Cabral,Naoyuki Kotani,10/25/2014,"Rio de Janeiro, Brazil",Lightweight,NO,3 Rnd (5-5-5),Yan Cabral ,2,Submission,0,11,24,0.45,24,38,0.631578947368421,2,5,0.4,1,3,0,10,22,0.45454545454545453,1,2,0.5,0,0,0.0,1,1,1.0,7,12,0.5833333333333334,3,11,0.2727272727272727,0,5,26,0.19,13,34,0.38235294117647056,1,1,1.0,0,1,0,3,18,0.16666666666666666,0,1,0.0,2,7,0.2857142857142857,0,0,0.0,2,3,0.6666666666666666,3,23,0.13043478260869565
2211,Scott Jorgensen,Wilson Reis,10/25/2014,"Rio de Janeiro, Brazil",Flyweight,NO,3 Rnd (5-5-5),Wilson Reis ,1,Submission,1,6,19,0.31,7,20,0.35,0,0,0.0,0,0,0,2,13,0.15384615384615385,1,2,0.5,3,4,0.75,0,1,0.0,2,4,0.5,4,14,0.2857142857142857,0,13,35,0.37,13,35,0.37142857142857144,1,2,0.5,1,2,0,11,32,0.34375,1,1,1.0,1,2,0.5,0,0,0.0,8,13,0.6153846153846154,5,22,0.22727272727272727
2212,Felipe Arantes,Andre Fili,10/25/2014,"Rio de Janeiro, Brazil",Featherweight,NO,3 Rnd (5-5-5),Andre Fili ,3,Decision - Unanimous,0,29,63,0.46,43,78,0.5512820512820513,3,5,0.6,1,3,2,25,53,0.4716981132075472,3,9,0.3333333333333333,1,1,1.0,0,3,0.0,16,26,0.6153846153846154,13,34,0.38235294117647056,0,42,102,0.41,66,135,0.4888888888888889,5,8,0.62,1,4,2,21,69,0.30434782608695654,20,27,0.7407407407407407,1,6,0.16666666666666666,12,15,0.8,13,33,0.3939393939393939,17,54,0.3148148148148148
2213,Gilbert Burns,Christos Giagos,10/25/2014,"Rio de Janeiro, Brazil",Lightweight,NO,3 Rnd (5-5-5),Gilbert Burns ,1,Submission,0,7,13,0.53,18,26,0.6923076923076923,1,1,1.0,2,3,0,4,9,0.4444444444444444,1,2,0.5,2,2,1.0,1,2,0.5,3,3,1.0,3,8,0.375,0,4,13,0.3,6,15,0.4,0,0,0.0,0,0,0,4,12,0.3333333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4,13,0.3076923076923077
2214,Fabricio Camoes,Anthony Rocco Martin,10/25/2014,"Rio de Janeiro, Brazil",Lightweight,NO,3 Rnd (5-5-5),Anthony Rocco Martin ,1,Submission,0,1,8,0.12,1,8,0.125,0,0,0.0,0,0,0,0,5,0.0,0,0,0.0,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,1,8,0.125,0,1,11,0.09,2,12,0.16666666666666666,1,1,1.0,3,2,0,1,11,0.09090909090909091,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,11,0.09090909090909091
2215,Rory MacDonald,Tarec Saffiedine,10/4/2014,"Halifax, Nova Scotia, Canada",Welterweight,NO,5 Rnd (5-5-5-5-5),Rory MacDonald,3,KO/TKO,1,47,111,0.42,48,113,0.4247787610619469,1,3,0.33,0,0,0,35,94,0.3723404255319149,5,10,0.5,7,7,1.0,0,2,0.0,7,8,0.875,40,101,0.39603960396039606,0,42,136,0.3,42,136,0.3088235294117647,0,0,0.0,0,0,0,18,104,0.17307692307692307,2,5,0.4,22,27,0.8148148148148148,0,0,0.0,0,0,0.0,42,136,0.3088235294117647
2216,Raphael Assuncao,Bryan Caraway,10/4/2014,"Halifax, Nova Scotia, Canada",Bantamweight,NO,3 Rnd (5-5-5),Raphael Assuncao,3,Decision - Unanimous,0,75,133,0.56,83,141,0.5886524822695035,2,6,0.33,0,0,0,39,94,0.4148936170212766,11,13,0.8461538461538461,25,26,0.9615384615384616,18,28,0.6428571428571429,1,2,0.5,56,103,0.5436893203883495,0,39,128,0.3,46,139,0.33093525179856115,2,8,0.25,0,0,0,26,105,0.24761904761904763,6,10,0.6,7,13,0.5384615384615384,5,15,0.3333333333333333,0,0,0.0,34,113,0.3008849557522124
2217,Chad Laprise,Yosdenis Cedeno,10/4/2014,"Halifax, Nova Scotia, Canada",Lightweight,NO,3 Rnd (5-5-5),Chad Laprise,3,Decision - Unanimous,0,35,83,0.42,55,106,0.5188679245283019,4,7,0.57,0,5,0,18,64,0.28125,4,6,0.6666666666666666,13,13,1.0,5,8,0.625,0,0,0.0,30,75,0.4,0,17,94,0.18,26,107,0.24299065420560748,0,1,0.0,0,0,2,6,76,0.07894736842105263,4,8,0.5,7,10,0.7,5,6,0.8333333333333334,0,1,0.0,12,87,0.13793103448275862
2218,Elias Theodorou,Bruno Santos,10/4/2014,"Halifax, Nova Scotia, Canada",Middleweight,NO,3 Rnd (5-5-5),Elias Theodorou,3,Decision - Unanimous,0,43,106,0.4,104,178,0.5842696629213483,3,7,0.42,0,2,0,18,75,0.24,21,27,0.7777777777777778,4,4,1.0,16,24,0.6666666666666666,6,6,1.0,21,76,0.27631578947368424,0,16,40,0.4,29,54,0.5370370370370371,4,6,0.66,0,2,0,10,34,0.29411764705882354,4,4,1.0,2,2,1.0,7,9,0.7777777777777778,0,0,0.0,9,31,0.2903225806451613
2219,Nordine Taleb,Li Jingliang,10/4/2014,"Halifax, Nova Scotia, Canada",Welterweight,NO,3 Rnd (5-5-5),Nordine Taleb,3,Decision - Split,0,66,115,0.57,92,141,0.6524822695035462,2,4,0.5,0,0,0,49,96,0.5104166666666666,7,9,0.7777777777777778,10,10,1.0,5,6,0.8333333333333334,0,2,0.0,61,107,0.5700934579439252,0,43,147,0.29,57,165,0.34545454545454546,2,8,0.25,0,0,0,22,118,0.1864406779661017,2,4,0.5,19,25,0.76,3,4,0.75,0,0,0.0,40,143,0.27972027972027974
2220,Mitch Gagnon,Roman Salazar,10/4/2014,"Halifax, Nova Scotia, Canada",Bantamweight,NO,3 Rnd (5-5-5),Mitch Gagnon,1,Submission,0,5,17,0.29,6,18,0.3333333333333333,1,2,0.5,1,1,0,5,16,0.3125,0,1,0.0,0,0,0.0,1,2,0.5,1,2,0.5,3,13,0.23076923076923078,0,3,6,0.5,3,6,0.5,0,2,0.0,0,0,0,1,4,0.25,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0.0,2,5,0.4
2221,Daron Cruickshank,Anthony Njokuani,10/4/2014,"Halifax, Nova Scotia, Canada",Lightweight,NO,3 Rnd (5-5-5),Daron Cruickshank,3,Decision - Unanimous,0,42,103,0.4,54,116,0.46551724137931033,6,12,0.5,0,1,0,28,79,0.35443037974683544,6,14,0.42857142857142855,8,10,0.8,2,4,0.5,11,13,0.8461538461538461,29,86,0.3372093023255814,0,40,91,0.43,44,95,0.4631578947368421,0,1,0.0,0,0,0,10,49,0.20408163265306123,10,18,0.5555555555555556,20,24,0.8333333333333334,2,3,0.6666666666666666,0,0,0.0,38,88,0.4318181818181818
2222,Olivier Aubin-Mercier,Jake Lindsey,10/4/2014,"Halifax, Nova Scotia, Canada",Lightweight,NO,3 Rnd (5-5-5),Olivier Aubin-Mercier,2,Submission,0,31,48,0.64,44,61,0.7213114754098361,2,5,0.4,1,4,0,22,38,0.5789473684210527,7,8,0.875,2,2,1.0,3,3,1.0,3,5,0.6,25,40,0.625,0,24,52,0.46,82,111,0.7387387387387387,1,1,1.0,0,1,0,3,22,0.13636363636363635,6,11,0.5454545454545454,15,19,0.7894736842105263,4,6,0.6666666666666666,1,2,0.5,19,44,0.4318181818181818
2223,Jason Saggo,Paul Felder,10/4/2014,"Halifax, Nova Scotia, Canada",Lightweight,NO,3 Rnd (5-5-5),Paul Felder,3,Decision - Split,1,29,50,0.58,45,77,0.5844155844155844,6,16,0.37,0,7,1,21,38,0.5526315789473685,3,5,0.6,5,7,0.7142857142857143,4,5,0.8,11,16,0.6875,14,29,0.4827586206896552,0,51,84,0.6,72,109,0.6605504587155964,1,1,1.0,0,1,0,44,77,0.5714285714285714,4,4,1.0,3,3,1.0,15,21,0.7142857142857143,24,37,0.6486486486486487,12,26,0.46153846153846156
2224,Paddy Holohan,Chris Kelades,10/4/2014,"Halifax, Nova Scotia, Canada",Flyweight,NO,3 Rnd (5-5-5),Chris Kelades,3,Decision - Unanimous,0,26,45,0.57,55,76,0.7236842105263158,3,6,0.5,0,4,0,13,30,0.43333333333333335,5,7,0.7142857142857143,8,8,1.0,1,2,0.5,8,9,0.8888888888888888,17,34,0.5,0,50,85,0.58,88,128,0.6875,2,5,0.4,1,5,0,30,62,0.4838709677419355,15,17,0.8823529411764706,5,6,0.8333333333333334,15,16,0.9375,26,41,0.6341463414634146,9,28,0.32142857142857145
2225,Albert Tumenov,Matt Dwyer,10/4/2014,"Halifax, Nova Scotia, Canada",Welterweight,NO,3 Rnd (5-5-5),Albert Tumenov,1,KO/TKO,2,4,12,0.33,4,12,0.3333333333333333,0,0,0.0,0,0,0,4,12,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,2,5,0.4,2,7,0.2857142857142857,0,0,6,0.0,0,6,0.0,0,0,0.0,0,0,0,0,5,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.0
2226,Pedro Munhoz,Jerrod Sanders,10/4/2014,"Halifax, Nova Scotia, Canada",Bantamweight,NO,3 Rnd (5-5-5),NA,1,Overturned,0,2,2,1.0,2,2,1.0,0,0,0.0,1,0,0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0.0,2,2,1.0,0,1,2,0.5,1,2,0.5,0,1,0.0,0,0,0,0,1,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,2,0.5
2227,Gunnar Nelson,Rick Story,10/4/2014,"Stockholm, Sweden",Welterweight,NO,5 Rnd (5-5-5-5-5),Rick Story ,5,Decision - Split,0,53,107,0.49,54,108,0.5,1,4,0.25,0,0,0,39,87,0.4482758620689655,12,16,0.75,2,4,0.5,4,4,1.0,0,0,0.0,49,103,0.47572815533980584,1,168,315,0.53,211,360,0.5861111111111111,1,1,1.0,0,0,0,81,211,0.38388625592417064,58,73,0.7945205479452054,29,31,0.9354838709677419,24,33,0.7272727272727273,7,12,0.5833333333333334,137,270,0.5074074074074074
2228,Akira Corassani,Max Holloway,10/4/2014,"Stockholm, Sweden",Featherweight,NO,3 Rnd (5-5-5),Max Holloway ,1,KO/TKO,0,11,29,0.37,11,29,0.3793103448275862,0,0,0.0,0,0,0,8,23,0.34782608695652173,1,1,1.0,2,5,0.4,1,3,0.3333333333333333,0,0,0.0,10,26,0.38461538461538464,1,31,51,0.6,38,62,0.6129032258064516,0,0,0.0,0,0,0,25,42,0.5952380952380952,4,6,0.6666666666666666,2,3,0.6666666666666666,4,6,0.6666666666666666,7,9,0.7777777777777778,20,36,0.5555555555555556
2229,Ilir Latifi,Jan Blachowicz,10/4/2014,"Stockholm, Sweden",Light Heavyweight,NO,3 Rnd (5-5-5),Jan Blachowicz ,1,KO/TKO,0,2,6,0.33,2,6,0.3333333333333333,0,0,0.0,0,0,0,2,6,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,6,0.3333333333333333,0,13,20,0.65,14,21,0.6666666666666666,0,0,0.0,0,0,0,9,15,0.6,1,2,0.5,3,3,1.0,0,0,0.0,7,8,0.875,6,12,0.5
2230,Niklas Backstrom,Mike Wilkinson,10/4/2014,"Stockholm, Sweden",Featherweight,NO,3 Rnd (5-5-5),Mike Wilkinson ,1,KO/TKO,0,7,12,0.58,7,12,0.5833333333333334,0,0,0.0,0,0,0,4,9,0.4444444444444444,0,0,0.0,3,3,1.0,2,2,1.0,0,0,0.0,5,10,0.5,1,6,15,0.4,7,16,0.4375,0,1,0.0,0,0,0,4,12,0.3333333333333333,0,1,0.0,2,2,1.0,0,0,0.0,3,5,0.6,3,10,0.3
2231,Magnus Cedenblad,Scott Askham,10/4/2014,"Stockholm, Sweden",Middleweight,NO,3 Rnd (5-5-5),Magnus Cedenblad ,3,Decision - Unanimous,0,23,34,0.67,179,193,0.927461139896373,3,6,0.5,0,1,0,10,19,0.5263157894736842,5,7,0.7142857142857143,8,8,1.0,11,13,0.8461538461538461,2,3,0.6666666666666666,10,18,0.5555555555555556,1,42,51,0.82,86,95,0.9052631578947369,0,1,0.0,0,0,0,16,22,0.7272727272727273,12,14,0.8571428571428571,14,15,0.9333333333333333,24,26,0.9230769230769231,2,2,1.0,16,23,0.6956521739130435
2232,Nico Musoke,Alexander Yakovlev,10/4/2014,"Stockholm, Sweden",Welterweight,NO,3 Rnd (5-5-5),Nico Musoke ,3,Decision - Unanimous,0,70,156,0.44,97,183,0.5300546448087432,0,4,0.0,0,0,0,41,126,0.3253968253968254,15,16,0.9375,14,14,1.0,17,21,0.8095238095238095,0,0,0.0,53,135,0.3925925925925926,0,44,107,0.41,44,107,0.411214953271028,0,9,0.0,0,0,0,24,83,0.2891566265060241,11,15,0.7333333333333333,9,9,1.0,1,1,1.0,0,0,0.0,43,106,0.4056603773584906
2233,Dennis Siver,Charles Rosa,10/4/2014,"Stockholm, Sweden",Featherweight,NO,3 Rnd (5-5-5),Dennis Siver ,3,Decision - Unanimous,0,33,86,0.38,109,171,0.6374269005847953,3,3,1.0,1,15,2,22,71,0.30985915492957744,4,7,0.5714285714285714,7,8,0.875,0,0,0.0,2,2,1.0,31,84,0.36904761904761907,0,22,91,0.24,29,99,0.29292929292929293,2,4,0.5,1,1,3,15,73,0.2054794520547945,2,8,0.25,5,10,0.5,0,0,0.0,0,2,0.0,22,89,0.24719101123595505
2234,Cathal Pendred,Gasan Umalatov,10/4/2014,"Stockholm, Sweden",Welterweight,NO,3 Rnd (5-5-5),Cathal Pendred ,3,Decision - Split,0,55,103,0.53,58,106,0.5471698113207547,1,14,0.07,0,1,0,14,58,0.2413793103448276,12,14,0.8571428571428571,29,31,0.9354838709677419,7,7,1.0,0,0,0.0,48,96,0.5,0,38,97,0.39,54,116,0.46551724137931033,0,1,0.0,0,0,0,28,81,0.345679012345679,4,9,0.4444444444444444,6,7,0.8571428571428571,3,4,0.75,0,2,0.0,35,91,0.38461538461538464
2235,Tor Troeng,Krzysztof Jotko,10/4/2014,"Stockholm, Sweden",Middleweight,NO,3 Rnd (5-5-5),Krzysztof Jotko ,3,Decision - Unanimous,0,15,47,0.31,26,60,0.43333333333333335,0,19,0.0,0,0,0,6,37,0.16216216216216217,4,5,0.8,5,5,1.0,9,11,0.8181818181818182,0,0,0.0,6,36,0.16666666666666666,0,74,98,0.75,132,159,0.8301886792452831,1,2,0.5,0,0,0,30,53,0.5660377358490566,31,32,0.96875,13,13,1.0,52,57,0.9122807017543859,4,5,0.8,18,36,0.5
2236,Mairbek Taisumov,Marcin Bandel,10/4/2014,"Stockholm, Sweden",Lightweight,NO,3 Rnd (5-5-5),Mairbek Taisumov ,1,KO/TKO,1,9,10,0.9,9,10,0.9,0,0,0.0,0,0,0,8,9,0.8888888888888888,0,0,0.0,1,1,1.0,0,0,0.0,3,3,1.0,6,7,0.8571428571428571,0,3,7,0.42,3,7,0.42857142857142855,0,0,0.0,0,0,0,3,7,0.42857142857142855,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,7,0.42857142857142855
2237,Zubaira Tukhugov,Ernest Chavez,10/4/2014,"Stockholm, Sweden",Featherweight,NO,3 Rnd (5-5-5),Zubaira Tukhugov ,1,KO/TKO,0,40,67,0.59,43,70,0.6142857142857143,0,0,0.0,0,0,0,34,60,0.5666666666666667,5,6,0.8333333333333334,1,1,1.0,8,9,0.8888888888888888,5,6,0.8333333333333334,27,52,0.5192307692307693,0,12,30,0.4,12,30,0.4,0,0,0.0,0,0,0,9,24,0.375,0,1,0.0,3,5,0.6,0,0,0.0,0,0,0.0,12,30,0.4
2238,Demetrious Johnson,Chris Cariaso,9/27/2014,"Las Vegas, Nevada, USA",Flyweight,YES,5 Rnd (5-5-5-5-5),Demetrious Johnson,2,Submission,0,27,43,0.62,47,66,0.7121212121212122,1,1,1.0,2,4,0,12,24,0.5,13,15,0.8666666666666667,2,4,0.5,10,11,0.9090909090909091,10,14,0.7142857142857143,7,18,0.3888888888888889,0,6,27,0.22,13,35,0.37142857142857144,0,1,0.0,0,0,0,1,19,0.05263157894736842,2,3,0.6666666666666666,3,5,0.6,2,2,1.0,0,0,0.0,4,25,0.16
2239,Donald Cerrone,Eddie Alvarez,9/27/2014,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Donald Cerrone,3,Decision - Unanimous,1,88,166,0.53,101,182,0.554945054945055,0,2,0.0,0,1,0,34,104,0.3269230769230769,28,35,0.8,26,27,0.9629629629629629,17,23,0.7391304347826086,6,11,0.5454545454545454,65,132,0.49242424242424243,0,48,138,0.34,64,157,0.40764331210191085,0,5,0.0,0,0,0,36,111,0.32432432432432434,10,24,0.4166666666666667,2,3,0.6666666666666666,14,24,0.5833333333333334,0,0,0.0,34,114,0.2982456140350877
2240,Dustin Poirier,Conor McGregor,9/27/2014,"Las Vegas, Nevada, USA",Featherweight,NO,3 Rnd (5-5-5),Conor McGregor,1,KO/TKO,0,10,19,0.52,10,19,0.5263157894736842,0,0,0.0,0,0,0,3,11,0.2727272727272727,0,0,0.0,7,8,0.875,0,0,0.0,0,0,0.0,10,19,0.5263157894736842,1,9,29,0.31,9,29,0.3103448275862069,0,0,0.0,0,0,0,8,25,0.32,1,4,0.25,0,0,0.0,0,0,0.0,4,4,1.0,5,25,0.2
2241,Tim Kennedy,Yoel Romero,9/27/2014,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Yoel Romero,3,KO/TKO,0,30,86,0.34,32,88,0.36363636363636365,0,6,0.0,1,0,0,17,58,0.29310344827586204,9,21,0.42857142857142855,4,7,0.5714285714285714,9,15,0.6,0,0,0.0,21,71,0.29577464788732394,2,39,80,0.48,51,93,0.5483870967741935,3,4,0.75,0,1,0,28,62,0.45161290322580644,3,6,0.5,8,12,0.6666666666666666,5,8,0.625,9,14,0.6428571428571429,25,58,0.43103448275862066
2242,Cat Zingano,Amanda Nunes,9/27/2014,"Las Vegas, Nevada, USA",Women's Bantamweight,NO,3 Rnd (5-5-5),Cat Zingano,3,KO/TKO,0,40,60,0.66,93,116,0.8017241379310345,3,3,1.0,3,5,0,31,49,0.6326530612244898,7,9,0.7777777777777778,2,2,1.0,7,8,0.875,32,47,0.6808510638297872,1,5,0.2,0,22,37,0.59,36,54,0.6666666666666666,1,2,0.5,0,1,0,19,34,0.5588235294117647,1,1,1.0,2,2,1.0,1,3,0.3333333333333333,20,32,0.625,1,2,0.5
2243,Dominick Cruz,Takeya Mizugaki,9/27/2014,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),Dominick Cruz,1,KO/TKO,0,26,35,0.74,26,35,0.7428571428571429,2,2,1.0,0,1,0,26,35,0.7428571428571429,0,0,0.0,0,0,0.0,0,0,0.0,22,26,0.8461538461538461,4,9,0.4444444444444444,0,2,10,0.2,3,11,0.2727272727272727,0,0,0.0,0,0,0,2,9,0.2222222222222222,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,10,0.2
2244,Jorge Masvidal,James Krause,9/27/2014,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Jorge Masvidal,3,Decision - Unanimous,1,69,157,0.43,85,176,0.48295454545454547,2,4,0.5,0,2,1,42,119,0.35294117647058826,23,29,0.7931034482758621,4,9,0.4444444444444444,13,16,0.8125,2,2,1.0,54,139,0.38848920863309355,0,58,145,0.4,61,148,0.41216216216216217,0,5,0.0,0,0,0,44,117,0.37606837606837606,8,18,0.4444444444444444,6,10,0.6,1,3,0.3333333333333333,0,0,0.0,57,142,0.4014084507042254
2245,Patrick Cote,Stephen Thompson,9/27/2014,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Stephen Thompson,3,Decision - Unanimous,0,53,123,0.43,55,125,0.44,0,8,0.0,0,0,0,9,52,0.17307692307692307,8,26,0.3076923076923077,36,45,0.8,12,14,0.8571428571428571,0,0,0.0,41,109,0.3761467889908257,1,64,134,0.47,67,138,0.4855072463768116,0,0,0.0,0,0,0,46,109,0.42201834862385323,9,16,0.5625,9,9,1.0,8,9,0.8888888888888888,4,9,0.4444444444444444,52,116,0.4482758620689655
2246,John Howard,Brian Ebersole,9/27/2014,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Brian Ebersole,3,Decision - Split,0,42,66,0.63,97,128,0.7578125,2,4,0.5,0,2,0,19,40,0.475,8,10,0.8,15,16,0.9375,16,26,0.6153846153846154,0,0,0.0,26,40,0.65,0,49,94,0.52,104,156,0.6666666666666666,1,5,0.2,0,2,1,21,53,0.39622641509433965,7,14,0.5,21,27,0.7777777777777778,13,18,0.7222222222222222,4,4,1.0,32,72,0.4444444444444444
2247,Jon Tuck,Kevin Lee,9/27/2014,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Kevin Lee,3,Decision - Unanimous,0,30,80,0.37,68,125,0.544,0,0,0.0,2,0,0,13,60,0.21666666666666667,10,13,0.7692307692307693,7,7,1.0,7,14,0.5,3,5,0.6,20,61,0.32786885245901637,0,74,157,0.47,100,190,0.5263157894736842,4,9,0.44,0,3,0,53,131,0.40458015267175573,21,26,0.8076923076923077,0,0,0.0,19,27,0.7037037037037037,31,46,0.6739130434782609,24,84,0.2857142857142857
2248,Manvel Gamburyan,Cody Gibson,9/27/2014,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),Manvel Gamburyan,2,Submission,0,11,52,0.21,20,63,0.31746031746031744,2,6,0.33,1,0,0,5,43,0.11627906976744186,2,4,0.5,4,5,0.8,3,8,0.375,0,1,0.0,8,43,0.18604651162790697,1,49,118,0.41,61,131,0.46564885496183206,1,2,0.5,0,3,0,35,103,0.33980582524271846,11,12,0.9166666666666666,3,3,1.0,17,25,0.68,4,7,0.5714285714285714,28,86,0.32558139534883723
