,R_fighter,B_fighter,date,location,Weight Class,Championship Bout,Format,Winner,last_round,win_by,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_SIG_STR_pct,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TOTAL_STR_pct,R_TD,R_TD_ATT,R_TD_pct,R_SUB_ATT,R_PASS,R_REV,R_HEAD,R_HEAD_ATT,R_HEAD_pct,R_BODY,R_BODY_ATT,R_BODY_pct,R_LEG,R_LEG_ATT,R_LEG_pct,R_CLINCH,R_CLINCH_ATT,R_CLINCH_pct,R_GROUND,R_GROUND_ATT,R_GROUND_pct,R_DIST,R_DIST_ATT,R_DIST_pct,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_SIG_STR_pct,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TOTAL_STR_pct,B_TD,B_TD_ATT,B_TD_pct,B_SUB_ATT,B_PASS,B_REV,B_HEAD,B_HEAD_ATT,B_HEAD_pct,B_BODY,B_BODY_ATT,B_BODY_pct,B_LEG,B_LEG_ATT,B_LEG_pct,B_CLINCH,B_CLINCH_ATT,B_CLINCH_pct,B_GROUND,B_GROUND_ATT,B_GROUND_pct,B_DIST,B_DIST_ATT,B_DIST_pct
2249,Mark Hunt,Roy Nelson,9/20/2014,"Saitama, Japan",Heavyweight,NO,5 Rnd (5-5-5-5-5),Mark Hunt ,2,KO/TKO,1,32,91,0.35,32,91,0.3516483516483517,0,0,0.0,0,0,0,28,85,0.32941176470588235,3,5,0.6,1,1,1.0,4,6,0.6666666666666666,0,0,0.0,28,85,0.32941176470588235,0,20,60,0.33,20,60,0.3333333333333333,1,6,0.16,0,1,0,16,54,0.2962962962962963,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,0.0,0,0,0.0,20,60,0.3333333333333333
2250,Myles Jury,Takanori Gomi,9/20/2014,"Saitama, Japan",Lightweight,NO,3 Rnd (5-5-5),Myles Jury ,1,KO/TKO,1,10,23,0.43,10,23,0.43478260869565216,0,1,0.0,0,0,0,7,17,0.4117647058823529,1,4,0.25,2,2,1.0,0,0,0.0,6,8,0.75,4,15,0.26666666666666666,0,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,0,3,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,0.25
2251,Yoshihiro Akiyama,Amir Sadollah,9/20/2014,"Saitama, Japan",Welterweight,NO,3 Rnd (5-5-5),Yoshihiro Akiyama ,3,Decision - Unanimous,0,57,119,0.47,94,165,0.5696969696969697,2,5,0.4,0,3,0,51,113,0.45132743362831856,6,6,1.0,0,0,0.0,0,1,0.0,31,58,0.5344827586206896,26,60,0.43333333333333335,0,42,101,0.41,63,124,0.5080645161290323,0,0,0.0,0,0,0,24,77,0.3116883116883117,4,5,0.8,14,19,0.7368421052631579,6,8,0.75,5,9,0.5555555555555556,31,84,0.36904761904761907
2252,Miesha Tate,Rin Nakai,9/20/2014,"Saitama, Japan",Women's Bantamweight,NO,3 Rnd (5-5-5),Miesha Tate ,3,Decision - Unanimous,0,55,116,0.47,88,150,0.5866666666666667,1,4,0.25,0,0,0,33,87,0.3793103448275862,18,24,0.75,4,5,0.8,25,33,0.7575757575757576,2,4,0.5,28,79,0.35443037974683544,0,16,47,0.34,52,86,0.6046511627906976,3,19,0.15,0,2,0,7,28,0.25,6,16,0.375,3,3,1.0,9,21,0.42857142857142855,0,2,0.0,7,24,0.2916666666666667
2253,Kiichi Kunimoto,Richard Walsh,9/20/2014,"Saitama, Japan",Welterweight,NO,3 Rnd (5-5-5),Kiichi Kunimoto ,3,Decision - Split,0,36,92,0.39,62,128,0.484375,1,10,0.1,0,1,0,16,70,0.22857142857142856,14,16,0.875,6,6,1.0,14,18,0.7777777777777778,2,2,1.0,20,72,0.2777777777777778,2,59,105,0.56,96,142,0.676056338028169,0,0,0.0,0,0,0,31,70,0.44285714285714284,10,16,0.625,18,19,0.9473684210526315,14,21,0.6666666666666666,4,4,1.0,41,80,0.5125
2254,Kyoji Horiguchi,Jon Delos Reyes,9/20/2014,"Saitama, Japan",Flyweight,NO,3 Rnd (5-5-5),Kyoji Horiguchi ,1,KO/TKO,0,31,43,0.72,49,62,0.7903225806451613,0,0,0.0,0,1,0,22,34,0.6470588235294118,9,9,1.0,0,0,0.0,11,17,0.6470588235294118,9,11,0.8181818181818182,11,15,0.7333333333333333,0,13,25,0.52,18,30,0.6,0,0,0.0,0,0,0,4,16,0.25,4,4,1.0,5,5,1.0,7,9,0.7777777777777778,0,0,0.0,6,16,0.375
2255,Alex Caceres,Masanori Kanehara,9/20/2014,"Saitama, Japan",Bantamweight,NO,3 Rnd (5-5-5),Masanori Kanehara ,3,Decision - Unanimous,0,24,78,0.3,33,87,0.3793103448275862,0,0,0.0,0,0,1,14,60,0.23333333333333334,5,11,0.45454545454545453,5,7,0.7142857142857143,4,6,0.6666666666666666,0,0,0.0,20,72,0.2777777777777778,0,32,69,0.46,102,145,0.7034482758620689,2,4,0.5,2,1,0,29,62,0.46774193548387094,0,3,0.0,3,4,0.75,11,14,0.7857142857142857,1,1,1.0,20,54,0.37037037037037035
2256,Katsunori Kikuno,Sam Sicilia,9/20/2014,"Saitama, Japan",Featherweight,NO,3 Rnd (5-5-5),Katsunori Kikuno ,2,Submission,0,32,78,0.41,33,79,0.4177215189873418,1,1,1.0,1,0,0,20,60,0.3333333333333333,3,8,0.375,9,10,0.9,2,4,0.5,0,0,0.0,30,74,0.40540540540540543,0,36,91,0.39,37,92,0.40217391304347827,0,0,0.0,0,0,0,18,64,0.28125,7,12,0.5833333333333334,11,15,0.7333333333333333,9,12,0.75,0,0,0.0,27,79,0.34177215189873417
2257,Hyun Gyu Lim,Takenori Sato,9/20/2014,"Saitama, Japan",Welterweight,NO,3 Rnd (5-5-5),Hyun Gyu Lim ,1,KO/TKO,1,10,13,0.76,15,18,0.8333333333333334,0,0,0.0,0,0,0,10,13,0.7692307692307693,0,0,0.0,0,0,0.0,3,3,1.0,7,7,1.0,0,3,0.0,0,1,3,0.33,2,4,0.5,0,2,0.0,0,0,0,0,0,0.0,0,1,0.0,1,2,0.5,0,0,0.0,0,0,0.0,1,3,0.3333333333333333
2258,Michinori Tanaka,Kyung Ho Kang,9/20/2014,"Saitama, Japan",Bantamweight,NO,3 Rnd (5-5-5),Kyung Ho Kang ,3,Decision - Split,0,22,61,0.36,39,81,0.48148148148148145,3,9,0.33,0,4,4,20,58,0.3448275862068966,2,3,0.6666666666666666,0,0,0.0,2,2,1.0,11,15,0.7333333333333333,9,44,0.20454545454545456,0,21,66,0.31,42,89,0.47191011235955055,0,0,0.0,2,10,1,15,56,0.26785714285714285,3,4,0.75,3,6,0.5,2,2,1.0,3,3,1.0,16,61,0.26229508196721313
2259,Kazuki Tokudome,Johnny Case,9/20/2014,"Saitama, Japan",Lightweight,NO,3 Rnd (5-5-5),Johnny Case ,2,Submission,0,12,29,0.41,13,30,0.43333333333333335,1,4,0.25,0,1,0,10,27,0.37037037037037035,0,0,0.0,2,2,1.0,2,2,1.0,1,1,1.0,9,26,0.34615384615384615,1,13,73,0.17,20,80,0.25,0,1,0.0,0,0,0,11,67,0.16417910447761194,0,2,0.0,2,4,0.5,1,3,0.3333333333333333,1,1,1.0,11,69,0.15942028985507245
2260,Maximo Blanco,Dan Hooker,9/20/2014,"Saitama, Japan",Featherweight,NO,3 Rnd (5-5-5),Maximo Blanco ,3,Decision - Unanimous,0,132,240,0.55,137,246,0.556910569105691,3,13,0.23,0,1,0,128,232,0.5517241379310345,4,8,0.5,0,0,0.0,22,41,0.5365853658536586,1,1,1.0,109,198,0.5505050505050505,0,99,236,0.41,116,253,0.45849802371541504,0,0,0.0,0,0,0,75,201,0.373134328358209,19,27,0.7037037037037037,5,8,0.625,33,62,0.532258064516129,0,0,0.0,66,174,0.3793103448275862
2261,Antonio Silva,Andrei Arlovski,9/13/2014,"Brasilia, Distrito Federal, Brazil",Heavyweight,NO,5 Rnd (5-5-5-5-5),Andrei Arlovski,1,KO/TKO,0,6,13,0.46,6,13,0.46153846153846156,0,0,0.0,0,0,0,2,7,0.2857142857142857,2,3,0.6666666666666666,2,3,0.6666666666666666,1,2,0.5,0,0,0.0,5,11,0.45454545454545453,1,13,33,0.39,14,34,0.4117647058823529,0,0,0.0,0,0,0,8,27,0.2962962962962963,4,5,0.8,1,1,1.0,1,3,0.3333333333333333,4,4,1.0,8,26,0.3076923076923077
2262,Gleison Tibau,Piotr Hallmann,9/13/2014,"Brasilia, Distrito Federal, Brazil",Lightweight,NO,3 Rnd (5-5-5),Gleison Tibau,3,Decision - Split,0,30,74,0.4,41,89,0.4606741573033708,5,11,0.45,0,0,0,22,61,0.36065573770491804,4,9,0.4444444444444444,4,4,1.0,10,14,0.7142857142857143,0,0,0.0,20,60,0.3333333333333333,0,52,113,0.46,86,148,0.581081081081081,0,0,0.0,0,0,0,11,48,0.22916666666666666,28,46,0.6086956521739131,13,19,0.6842105263157895,29,51,0.5686274509803921,0,0,0.0,23,62,0.3709677419354839
2263,Leonardo Santos,Efrain Escudero,9/13/2014,"Brasilia, Distrito Federal, Brazil",Lightweight,NO,3 Rnd (5-5-5),Leonardo Santos,3,Decision - Unanimous,0,36,98,0.36,66,132,0.5,2,4,0.5,0,6,0,23,75,0.30666666666666664,7,17,0.4117647058823529,6,6,1.0,1,3,0.3333333333333333,15,16,0.9375,20,79,0.25316455696202533,1,43,101,0.42,77,143,0.5384615384615384,0,0,0.0,0,0,0,27,80,0.3375,6,11,0.5454545454545454,10,10,1.0,4,5,0.8,2,4,0.5,37,92,0.40217391304347827
2264,Santiago Ponzinibbio,Wendell Oliveira,9/13/2014,"Brasilia, Distrito Federal, Brazil",Welterweight,NO,3 Rnd (5-5-5),Santiago Ponzinibbio,1,KO/TKO,1,10,26,0.38,10,26,0.38461538461538464,0,0,0.0,0,0,0,10,24,0.4166666666666667,0,2,0.0,0,0,0.0,0,1,0.0,1,2,0.5,9,23,0.391304347826087,0,8,24,0.33,8,24,0.3333333333333333,0,0,0.0,0,0,0,4,20,0.2,0,0,0.0,4,4,1.0,0,0,0.0,0,0,0.0,8,24,0.3333333333333333
2265,Iuri Alcantara,Russell Doane,9/13/2014,"Brasilia, Distrito Federal, Brazil",Bantamweight,NO,3 Rnd (5-5-5),Iuri Alcantara,3,Decision - Unanimous,0,27,52,0.51,59,88,0.6704545454545454,2,4,0.5,0,3,0,11,29,0.3793103448275862,16,23,0.6956521739130435,0,0,0.0,3,3,1.0,5,7,0.7142857142857143,19,42,0.4523809523809524,0,14,41,0.34,98,139,0.7050359712230215,6,12,0.5,0,1,1,13,40,0.325,1,1,1.0,0,0,0.0,1,2,0.5,11,21,0.5238095238095238,2,18,0.1111111111111111
2266,Jessica Andrade,Larissa Pacheco,9/13/2014,"Brasilia, Distrito Federal, Brazil",Women's Bantamweight,NO,3 Rnd (5-5-5),Jessica Andrade,1,Submission,0,19,24,0.79,44,52,0.8461538461538461,1,1,1.0,2,6,0,14,19,0.7368421052631579,5,5,1.0,0,0,0.0,0,0,0.0,18,20,0.9,1,4,0.25,0,6,13,0.46,11,18,0.6111111111111112,0,1,0.0,0,0,0,5,12,0.4166666666666667,1,1,1.0,0,0,0.0,1,1,1.0,2,4,0.5,3,8,0.375
2267,Godofredo Pepey,Dashon Johnson,9/13/2014,"Brasilia, Distrito Federal, Brazil",Featherweight,NO,3 Rnd (5-5-5),Godofredo Pepey,1,Submission,0,8,20,0.4,9,21,0.42857142857142855,0,0,0.0,2,0,1,8,18,0.4444444444444444,0,1,0.0,0,1,0.0,0,0,0.0,5,5,1.0,3,15,0.2,0,7,11,0.63,11,15,0.7333333333333333,1,2,0.5,0,0,0,4,8,0.5,2,2,1.0,1,1,1.0,1,1,1.0,3,3,1.0,3,7,0.42857142857142855
2268,Igor Araujo,George Sullivan,9/13/2014,"Brasilia, Distrito Federal, Brazil",Welterweight,NO,3 Rnd (5-5-5),George Sullivan,2,KO/TKO,0,8,20,0.4,8,20,0.4,2,7,0.28,0,0,0,2,10,0.2,2,5,0.4,4,5,0.8,1,1,1.0,0,0,0.0,7,19,0.3684210526315789,0,43,63,0.68,111,137,0.8102189781021898,1,2,0.5,0,3,0,32,52,0.6153846153846154,8,8,1.0,3,3,1.0,2,2,1.0,36,37,0.972972972972973,5,24,0.20833333333333334
2269,Francisco Trinaldo,Leandro Silva,9/13/2014,"Brasilia, Distrito Federal, Brazil",Lightweight,NO,3 Rnd (5-5-5),Francisco Trinaldo,3,Decision - Unanimous,0,36,54,0.66,67,86,0.7790697674418605,0,2,0.0,0,1,1,16,32,0.5,12,14,0.8571428571428571,8,8,1.0,10,12,0.8333333333333334,4,6,0.6666666666666666,22,36,0.6111111111111112,0,26,40,0.65,63,77,0.8181818181818182,4,8,0.5,1,4,0,15,25,0.6,7,11,0.6363636363636364,4,4,1.0,8,8,1.0,0,0,0.0,18,32,0.5625
2270,Paulo Thiago,Sean Spencer,9/13/2014,"Brasilia, Distrito Federal, Brazil",Welterweight,NO,3 Rnd (5-5-5),Sean Spencer,3,Decision - Unanimous,0,36,111,0.32,46,123,0.37398373983739835,0,7,0.0,0,0,1,25,95,0.2631578947368421,9,14,0.6428571428571429,2,2,1.0,4,5,0.8,0,0,0.0,32,106,0.3018867924528302,1,63,159,0.39,105,202,0.5198019801980198,1,2,0.5,0,5,0,46,135,0.34074074074074073,13,20,0.65,4,4,1.0,4,5,0.8,12,13,0.9230769230769231,47,141,0.3333333333333333
2271,Rani Yahya,Johnny Bedford,9/13/2014,"Brasilia, Distrito Federal, Brazil",Bantamweight,NO,3 Rnd (5-5-5),Rani Yahya,2,Submission,0,13,28,0.46,16,31,0.5161290322580645,3,6,0.5,2,3,0,8,23,0.34782608695652173,3,3,1.0,2,2,1.0,1,2,0.5,0,0,0.0,12,26,0.46153846153846156,0,9,20,0.45,19,34,0.5588235294117647,0,0,0.0,0,3,0,4,15,0.26666666666666666,5,5,1.0,0,0,0.0,0,0,0.0,6,6,1.0,3,14,0.21428571428571427
2272,Jacare Souza,Gegard Mousasi,9/5/2014,"Ledyard, Connecticut, USA",Middleweight,NO,5 Rnd (5-5-5-5-5),Jacare Souza,3,Submission,0,32,56,0.57,59,86,0.686046511627907,4,10,0.4,1,7,0,15,37,0.40540540540540543,9,11,0.8181818181818182,8,8,1.0,5,6,0.8333333333333334,11,11,1.0,16,39,0.41025641025641024,0,26,56,0.46,78,109,0.7155963302752294,0,0,0.0,0,0,0,23,53,0.4339622641509434,1,1,1.0,2,2,1.0,7,11,0.6363636363636364,0,0,0.0,19,45,0.4222222222222222
2273,Alistair Overeem,Ben Rothwell,9/5/2014,"Ledyard, Connecticut, USA",Heavyweight,NO,3 Rnd (5-5-5),Ben Rothwell,1,KO/TKO,0,20,21,0.95,20,21,0.9523809523809523,0,1,0.0,0,0,0,5,6,0.8333333333333334,7,7,1.0,8,8,1.0,2,2,1.0,0,0,0.0,18,19,0.9473684210526315,1,17,27,0.62,22,32,0.6875,0,0,0.0,0,0,0,15,25,0.6,2,2,1.0,0,0,0.0,0,0,0.0,5,5,1.0,12,22,0.5454545454545454
2274,Matt Mitrione,Derrick Lewis,9/5/2014,"Ledyard, Connecticut, USA",Heavyweight,NO,3 Rnd (5-5-5),Matt Mitrione,1,KO/TKO,0,7,11,0.63,9,13,0.6923076923076923,0,0,0.0,0,0,0,7,11,0.6363636363636364,0,0,0.0,0,0,0.0,0,0,0.0,5,8,0.625,2,3,0.6666666666666666,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0
2275,Joe Lauzon,Michael Chiesa,9/5/2014,"Ledyard, Connecticut, USA",Lightweight,NO,3 Rnd (5-5-5),Joe Lauzon,2,KO/TKO,0,21,41,0.51,42,66,0.6363636363636364,2,7,0.28,0,1,1,17,37,0.4594594594594595,4,4,1.0,0,0,0.0,4,4,1.0,7,10,0.7,10,27,0.37037037037037035,0,30,57,0.52,42,70,0.6,1,4,0.25,0,1,0,14,40,0.35,10,11,0.9090909090909091,6,6,1.0,11,14,0.7857142857142857,0,0,0.0,19,43,0.4418604651162791
2276,John Moraga,Justin Scoggins,9/5/2014,"Ledyard, Connecticut, USA",Flyweight,NO,3 Rnd (5-5-5),John Moraga,2,Submission,0,4,12,0.33,13,22,0.5909090909090909,0,0,0.0,3,0,0,2,6,0.3333333333333333,0,2,0.0,2,4,0.5,0,0,0.0,0,0,0.0,4,12,0.3333333333333333,0,13,18,0.72,34,41,0.8292682926829268,3,3,1.0,0,6,0,6,11,0.5454545454545454,3,3,1.0,4,4,1.0,0,0,0.0,2,2,1.0,11,16,0.6875
2277,Al Iaquinta,Rodrigo Damm,9/5/2014,"Ledyard, Connecticut, USA",Lightweight,NO,3 Rnd (5-5-5),Al Iaquinta,3,KO/TKO,1,93,221,0.42,93,221,0.42081447963800905,0,0,0.0,0,0,0,67,183,0.366120218579235,14,26,0.5384615384615384,12,12,1.0,2,3,0.6666666666666666,1,1,1.0,90,217,0.4147465437788018,0,57,177,0.32,57,177,0.3220338983050847,0,5,0.0,0,0,0,51,168,0.30357142857142855,5,6,0.8333333333333334,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,57,177,0.3220338983050847
2278,Rafael Natal,Chris Camozzi,9/5/2014,"Ledyard, Connecticut, USA",Middleweight,NO,3 Rnd (5-5-5),Rafael Natal,3,Decision - Split,0,36,73,0.49,46,84,0.5476190476190477,2,12,0.16,0,0,0,6,36,0.16666666666666666,16,22,0.7272727272727273,14,15,0.9333333333333333,6,8,0.75,0,0,0.0,30,65,0.46153846153846156,0,67,112,0.59,86,134,0.6417910447761194,0,1,0.0,0,0,0,39,82,0.47560975609756095,10,10,1.0,18,20,0.9,10,12,0.8333333333333334,0,0,0.0,57,100,0.57
2279,Chris Beal,Tateki Matsuda,9/5/2014,"Ledyard, Connecticut, USA",Bantamweight,NO,3 Rnd (5-5-5),Chris Beal,3,Decision - Unanimous,0,45,123,0.36,66,144,0.4583333333333333,3,4,0.75,1,5,1,40,117,0.3418803418803419,4,5,0.8,1,1,1.0,7,11,0.6363636363636364,23,35,0.6571428571428571,15,77,0.19480519480519481,0,41,111,0.36,70,142,0.49295774647887325,0,1,0.0,0,1,1,19,74,0.25675675675675674,4,8,0.5,18,29,0.6206896551724138,1,3,0.3333333333333333,3,3,1.0,37,105,0.3523809523809524
2280,Sean Soriano,Chas Skelly,9/5/2014,"Ledyard, Connecticut, USA",Featherweight,NO,3 Rnd (5-5-5),Chas Skelly,3,Decision - Unanimous,0,24,48,0.5,34,61,0.5573770491803278,0,0,0.0,0,0,3,19,38,0.5,2,7,0.2857142857142857,3,3,1.0,5,7,0.7142857142857143,7,17,0.4117647058823529,12,24,0.5,0,13,36,0.36,62,90,0.6888888888888889,4,7,0.57,7,8,2,12,33,0.36363636363636365,0,2,0.0,1,1,1.0,2,3,0.6666666666666666,6,7,0.8571428571428571,5,26,0.19230769230769232
2281,TJ Dillashaw,Joe Soto,8/30/2014,"Sacramento, California, USA",Bantamweight,YES,5 Rnd (5-5-5-5-5),TJ Dillashaw,5,KO/TKO,1,151,454,0.33,156,461,0.3383947939262473,2,3,0.66,0,1,0,113,400,0.2825,22,33,0.6666666666666666,16,21,0.7619047619047619,6,10,0.6,1,4,0.25,144,440,0.32727272727272727,0,62,197,0.31,63,198,0.3181818181818182,0,5,0.0,0,0,0,53,184,0.28804347826086957,6,8,0.75,3,5,0.6,0,3,0.0,0,0,0.0,62,194,0.31958762886597936
2282,Tony Ferguson,Danny Castillo,8/30/2014,"Sacramento, California, USA",Lightweight,NO,3 Rnd (5-5-5),Tony Ferguson,3,Decision - Split,0,23,80,0.28,71,130,0.5461538461538461,0,0,0.0,1,0,1,10,62,0.16129032258064516,3,3,1.0,10,15,0.6666666666666666,0,3,0.0,1,1,1.0,22,76,0.2894736842105263,0,23,105,0.21,30,114,0.2631578947368421,2,8,0.25,1,3,1,23,102,0.22549019607843138,0,3,0.0,0,0,0.0,0,0,0.0,2,10,0.2,21,95,0.22105263157894736
2283,Bethe Correia,Shayna Baszler,8/30/2014,"Sacramento, California, USA",Women's Bantamweight,NO,3 Rnd (5-5-5),Bethe Correia,2,KO/TKO,0,68,103,0.66,97,132,0.7348484848484849,0,0,0.0,0,0,0,50,79,0.6329113924050633,17,23,0.7391304347826086,1,1,1.0,25,36,0.6944444444444444,1,1,1.0,42,66,0.6363636363636364,0,8,30,0.26,19,41,0.4634146341463415,1,4,0.25,1,0,0,8,30,0.26666666666666666,0,0,0.0,0,0,0.0,4,10,0.4,0,0,0.0,4,20,0.2
2284,Ramsey Nijem,Diego Ferreira,8/30/2014,"Sacramento, California, USA",Lightweight,NO,3 Rnd (5-5-5),Diego Ferreira,2,KO/TKO,0,18,58,0.31,27,67,0.40298507462686567,2,4,0.5,0,1,0,13,52,0.25,3,4,0.75,2,2,1.0,0,1,0.0,3,11,0.2727272727272727,15,46,0.32608695652173914,1,25,70,0.35,33,79,0.4177215189873418,0,0,0.0,2,0,1,17,56,0.30357142857142855,6,11,0.5454545454545454,2,3,0.6666666666666666,0,0,0.0,9,9,1.0,16,61,0.26229508196721313
2285,Yancy Medeiros,Damon Jackson,8/30/2014,"Sacramento, California, USA",Lightweight,NO,3 Rnd (5-5-5),Yancy Medeiros,2,Submission,0,29,55,0.52,36,62,0.5806451612903226,0,0,0.0,2,0,0,16,38,0.42105263157894735,11,15,0.7333333333333333,2,2,1.0,8,10,0.8,0,0,0.0,21,45,0.4666666666666667,0,20,49,0.4,22,51,0.43137254901960786,0,5,0.0,0,0,0,11,34,0.3235294117647059,5,11,0.45454545454545453,4,4,1.0,5,9,0.5555555555555556,0,0,0.0,15,40,0.375
2286,Lorenz Larkin,Derek Brunson,8/30/2014,"Sacramento, California, USA",Middleweight,NO,3 Rnd (5-5-5),Derek Brunson,3,Decision - Unanimous,0,20,40,0.5,32,53,0.6037735849056604,0,0,0.0,0,0,0,7,24,0.2916666666666667,13,15,0.8666666666666667,0,1,0.0,5,6,0.8333333333333334,0,0,0.0,15,34,0.4411764705882353,0,12,30,0.4,98,125,0.784,4,12,0.33,1,7,0,10,27,0.37037037037037035,2,2,1.0,0,1,0.0,2,2,1.0,6,6,1.0,4,22,0.18181818181818182
2287,Ruan Potts,Anthony Hamilton,8/30/2014,"Sacramento, California, USA",Heavyweight,NO,3 Rnd (5-5-5),Anthony Hamilton,2,KO/TKO,0,10,29,0.34,24,45,0.5333333333333333,0,3,0.0,0,0,0,7,23,0.30434782608695654,1,2,0.5,2,4,0.5,2,2,1.0,0,0,0.0,8,27,0.2962962962962963,0,60,64,0.93,82,87,0.9425287356321839,5,6,0.83,0,3,0,2,5,0.4,53,53,1.0,5,6,0.8333333333333334,5,5,1.0,51,53,0.9622641509433962,4,6,0.6666666666666666
2288,Chris Wade,Cain Carrizosa,8/30/2014,"Sacramento, California, USA",Lightweight,NO,3 Rnd (5-5-5),Chris Wade,1,Submission,0,0,1,0.0,5,6,0.8333333333333334,1,1,1.0,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,0.0
2289,Benson Henderson,Rafael Dos Anjos,8/23/2014,"Tulsa, Oklahoma, USA",Lightweight,NO,5 Rnd (5-5-5-5-5),Rafael Dos Anjos,1,KO/TKO,0,10,27,0.37,10,27,0.37037037037037035,0,1,0.0,0,0,0,3,18,0.16666666666666666,4,6,0.6666666666666666,3,3,1.0,0,0,0.0,0,0,0.0,10,27,0.37037037037037035,1,18,30,0.6,18,30,0.6,0,0,0.0,0,0,0,11,22,0.5,4,5,0.8,3,3,1.0,2,2,1.0,1,3,0.3333333333333333,15,25,0.6
2290,Mike Pyle,Jordan Mein,8/23/2014,"Tulsa, Oklahoma, USA",Welterweight,NO,3 Rnd (5-5-5),Jordan Mein,1,KO/TKO,0,2,8,0.25,2,8,0.25,0,2,0.0,0,0,0,0,4,0.0,0,2,0.0,2,2,1.0,0,0,0.0,0,0,0.0,2,8,0.25,1,10,15,0.66,10,15,0.6666666666666666,0,0,0.0,0,0,0,9,14,0.6428571428571429,0,0,0.0,1,1,1.0,0,0,0.0,5,7,0.7142857142857143,5,8,0.625
2291,Francis Carmont,Thales Leites,8/23/2014,"Tulsa, Oklahoma, USA",Middleweight,NO,3 Rnd (5-5-5),Thales Leites,2,KO/TKO,0,18,51,0.35,18,51,0.35294117647058826,0,1,0.0,0,0,0,9,39,0.23076923076923078,2,4,0.5,7,8,0.875,2,2,1.0,0,0,0.0,16,49,0.32653061224489793,1,18,43,0.41,19,44,0.4318181818181818,0,1,0.0,0,0,0,11,33,0.3333333333333333,3,6,0.5,4,4,1.0,5,9,0.5555555555555556,1,3,0.3333333333333333,12,31,0.3870967741935484
2292,Max Holloway,Clay Collard,8/23/2014,"Tulsa, Oklahoma, USA",Catch Weight,NO,3 Rnd (5-5-5),Max Holloway,3,KO/TKO,0,124,204,0.6,137,219,0.6255707762557078,0,0,0.0,0,4,0,95,170,0.5588235294117647,26,29,0.896551724137931,3,5,0.6,14,17,0.8235294117647058,40,44,0.9090909090909091,70,143,0.48951048951048953,0,70,209,0.33,73,213,0.3427230046948357,1,10,0.1,0,0,1,38,155,0.24516129032258063,16,31,0.5161290322580645,16,23,0.6956521739130435,14,21,0.6666666666666666,4,7,0.5714285714285714,52,181,0.287292817679558
2293,James Vick,Valmir Lazaro,8/23/2014,"Tulsa, Oklahoma, USA",Lightweight,NO,3 Rnd (5-5-5),James Vick,3,Decision - Unanimous,1,77,221,0.34,83,227,0.3656387665198238,0,1,0.0,0,0,1,51,189,0.2698412698412698,15,19,0.7894736842105263,11,13,0.8461538461538461,9,11,0.8181818181818182,0,0,0.0,68,210,0.3238095238095238,0,91,231,0.39,96,236,0.4067796610169492,4,10,0.4,0,1,0,64,190,0.3368421052631579,15,26,0.5769230769230769,12,15,0.8,12,22,0.5454545454545454,0,0,0.0,79,209,0.37799043062200954
2294,Chas Skelly,Tom Niinimaki,8/23/2014,"Tulsa, Oklahoma, USA",Featherweight,NO,3 Rnd (5-5-5),Chas Skelly,1,Submission,0,2,11,0.18,3,12,0.25,1,1,1.0,1,4,0,2,11,0.18181818181818182,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,1,9,0.1111111111111111,0,1,4,0.25,3,6,0.5,0,0,0.0,1,0,0,1,4,0.25,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,1,3,0.3333333333333333
2295,Neil Magny,Alex Garcia,8/23/2014,"Tulsa, Oklahoma, USA",Welterweight,NO,3 Rnd (5-5-5),Neil Magny,3,Decision - Unanimous,0,39,79,0.49,130,175,0.7428571428571429,3,6,0.5,0,2,0,18,56,0.32142857142857145,6,7,0.8571428571428571,15,16,0.9375,17,18,0.9444444444444444,6,10,0.6,16,51,0.3137254901960784,0,5,39,0.12,27,68,0.39705882352941174,3,7,0.42,0,2,1,4,35,0.11428571428571428,1,4,0.25,0,0,0.0,0,1,0.0,1,4,0.25,4,34,0.11764705882352941
2296,Beneil Dariush,Anthony Rocco Martin,8/23/2014,"Tulsa, Oklahoma, USA",Lightweight,NO,3 Rnd (5-5-5),Beneil Dariush,2,Submission,0,26,61,0.42,30,65,0.46153846153846156,2,3,0.66,1,2,0,6,32,0.1875,17,24,0.7083333333333334,3,5,0.6,11,14,0.7857142857142857,0,0,0.0,15,47,0.3191489361702128,0,34,72,0.47,38,76,0.5,1,4,0.25,0,1,0,24,59,0.4067796610169492,2,4,0.5,8,9,0.8888888888888888,7,11,0.6363636363636364,0,0,0.0,27,61,0.4426229508196721
